37,2,309.28,1.11,389.38,111.21,1,-1,-1,-1
37,4,153.62,49.39,130.43,59.83,1,-1,-1,-1
37,5,651.85,452.48,293.06,87.52,1,-1,-1,-1
37,6,578.90,103.85,216.04,92.69,1,-1,-1,-1
38,1,97.70,1.00,217.82,58.52,1,-1,-1,-1
38,2,310.50,1.12,389.79,112.49,1,-1,-1,-1
38,4,138.45,46.28,128.05,59.27,1,-1,-1,-1
38,5,746.83,482.32,211.62,56.55,1,-1,-1,-1
38,6,543.53,97.46,211.69,89.37,1,-1,-1,-1
39,1,96.31,1.00,216.53,58.22,1,-1,-1,-1
39,2,309.59,1.98,389.41,111.62,1,-1,-1,-1
39,4,124.20,45.32,122.78,57.63,1,-1,-1,-1
39,6,513.40,93.80,204.94,86.29,1,-1,-1,-1
40,1,97.35,1.59,218.28,56.80,1,-1,-1,-1
40,2,311.35,2.14,389.44,111.66,1,-1,-1,-1
40,4,112.21,42.94,118.47,57.04,1,-1,-1,-1
40,6,483.00,89.72,196.30,81.06,1,-1,-1,-1
41,1,97.67,1.57,217.65,56.73,1,-1,-1,-1
41,2,311.28,1.12,389.20,112.70,1,-1,-1,-1
41,4,100.41,40.48,115.47,55.83,1,-1,-1,-1
41,6,453.40,85.47,187.14,77.39,1,-1,-1,-1
42,1,97.43,1.56,217.55,56.93,1,-1,-1,-1
42,2,311.12,1.00,388.61,112.14,1,-1,-1,-1
42,4,89.49,40.82,112.18,54.10,1,-1,-1,-1
42,6,425.70,81.46,180.35,75.03,1,-1,-1,-1
43,1,97.64,1.00,216.76,58.53,1,-1,-1,-1
43,2,309.29,1.78,388.59,111.86,1,-1,-1,-1
43,4,78.16,38.01,110.20,53.19,1,-1,-1,-1
43,6,400.00,74.91,174.40,71.84,1,-1,-1,-1
44,1,98.19,1.10,218.51,57.02,1,-1,-1,-1
44,2,310.84,1.05,388.93,111.38,1,-1,-1,-1
44,4,66.81,36.98,107.66,51.80,1,-1,-1,-1
44,6,375.26,71.10,167.96,71.31,1,-1,-1,-1
45,1,96.06,1.00,217.86,57.56,1,-1,-1,-1
45,2,311.38,1.17,388.83,112.32,1,-1,-1,-1
45,4,54.48,33.80,104.93,50.05,1,-1,-1,-1
45,6,351.27,68.66,160.73,68.05,1,-1,-1,-1
46,1,97.86,1.50,217.43,58.30,1,-1,-1,-1
46,2,311.16,1.78,390.10,112.62,1,-1,-1,-1
46,4,41.47,31.27,102.59,50.86,1,-1,-1,-1
46,6,327.18,64.26,154.47,67.50,1,-1,-1,-1
47,1,96.58,1.45,218.45,56.68,1,-1,-1,-1
47,2,310.14,1.73,388.63,111.70,1,-1,-1,-1
47,4,33.19,29.40,101.64,49.87,1,-1,-1,-1
47,6,306.02,60.18,149.19,67.06,1,-1,-1,-1
48,1,96.64,1.94,217.51,57.89,1,-1,-1,-1
48,2,311.28,1.00,388.63,111.28,1,-1,-1,-1
48,4,21.41,26.47,100.31,50.90,1,-1,-1,-1
48,6,287.25,56.77,141.83,68.48,1,-1,-1,-1
49,1,98.16,1.00,217.99,56.85,1,-1,-1,-1
49,2,310.11,1.06,389.52,111.41,1,-1,-1,-1
49,4,14.08,25.65,97.15,49.82,1,-1,-1,-1
49,6,266.47,52.50,136.88,66.30,1,-1,-1,-1
50,1,97.99,1.00,217.13,57.24,1,-1,-1,-1
50,2,310.29,1.00,389.08,111.83,1,-1,-1,-1
50,4,1.00,24.99,100.36,48.18,1,-1,-1,-1
50,6,249.34,49.88,133.77,63.62,1,-1,-1,-1
51,1,95.99,2.03,217.62,57.68,1,-1,-1,-1
51,2,310.44,1.52,389.60,112.48,1,-1,-1,-1
51,4,1.03,26.29,88.86,46.46,1,-1,-1,-1
51,6,231.06,46.04,128.89,62.14,1,-1,-1,-1
52,1,97.59,1.00,217.72,58.37,1,-1,-1,-1
52,2,309.73,1.00,388.88,111.30,1,-1,-1,-1
52,4,1.24,23.67,79.26,45.86,1,-1,-1,-1
52,6,212.70,45.13,125.78,58.96,1,-1,-1,-1
53,1,96.19,1.00,218.15,57.18,1,-1,-1,-1
53,2,309.85,1.00,390.20,112.60,1,-1,-1,-1
53,4,1.06,20.31,68.95,46.01,1,-1,-1,-1
53,6,196.77,45.63,122.28,57.35,1,-1,-1,-1
54,1,97.70,1.00,217.08,57.72,1,-1,-1,-1
54,2,310.30,1.01,389.40,111.22,1,-1,-1,-1
54,4,1.00,18.65,58.78,45.44,1,-1,-1,-1
54,6,179.54,42.78,119.27,56.84,1,-1,-1,-1
55,1,97.66,1.00,217.44,57.76,1,-1,-1,-1
55,2,311.10,1.00,388.68,112.54,1,-1,-1,-1
55,4,1.47,18.52,48.98,43.77,1,-1,-1,-1
55,6,165.49,41.26,118.49,55.26,1,-1,-1,-1
56,1,97.98,1.83,216.64,58.12,1,-1,-1,-1
56,2,311.07,1.23,388.72,111.96,1,-1,-1,-1
56,4,2.08,18.38,41.45,43.23,1,-1,-1,-1
56,6,152.77,39.17,116.14,54.68,1,-1,-1,-1
57,1,97.19,1.00,217.14,56.77,1,-1,-1,-1
57,2,310.46,1.66,390.27,112.52,1,-1,-1,-1
57,6,140.68,37.32,111.82,55.20,1,-1,-1,-1
58,1,98.06,1.38,217.30,58.06,1,-1,-1,-1
58,2,311.32,1.00,388.72,111.70,1,-1,-1,-1
58,6,128.34,34.28,107.94,55.47,1,-1,-1,-1
59,1,95.98,1.00,217.29,57.07,1,-1,-1,-1
59,2,311.31,2.03,388.84,110.34,1,-1,-1,-1
59,6,115.08,34.12,103.57,53.80,1,-1,-1,-1
60,1,96.37,1.37,214.89,55.36,1,-1,-1,-1
60,2,310.17,1.00,389.52,105.11,1,-1,-1,-1
60,6,104.88,31.76,100.74,50.40,1,-1,-1,-1
